8092,7044,9421,8428,7266,10339,8447,7464,10222,8192,7200,9621
8167,7069,9482,8424,7249,10347,8446,7479,10210,8204,7214,9641
8253,7105,9562,8419,7231,10355,8445,7495,10198,8216,7228,9661
8347,7152,9656,8414,7213,10363,8443,7510,10186,8228,7241,9681
8443,7208,9759,8409,7196,10370,8442,7526,10174,8240,7255,9700
8539,7271,9870,8403,7178,10377,8439,7541,10162,8251,7269,9719
8629,7342,9982,8397,7160,10383,8437,7556,10149,8262,7282,9738
8708,7420,10093,8390,7142,10390,8434,7571,10136,8272,7296,9757
8773,7506,10198,8383,7124,10396,8431,7585,10123,8283,7310,9775
8820,7600,10293,8375,7106,10402,8428,7600,10110,8293,7323,9794
8845,7701,10376,8367,7087,10407,8424,7615,10096,8302,7337,9812
8846,7805,10444,8358,7069,10412,8420,7629,10082,8312,7350,9829
8821,7911,10494,8349,7050,10417,8415,7643,10068,8321,7363,9847
8773,8011,10526,8340,7032,10422,8410,7658,10054,8329,7377,9864
8704,8101,10541,8330,7013,10426,8405,7672,10039,8338,7390,9881
8620,8176,10541,8319,6994,10430,8400,7686,10024,8346,7404,9898
8528,8232,10529,8308,6976,10434,8394,7700,10009,8354,7418,9915
8435,8269,10506,8297,6957,10437,8388,7714,9994,8361,7431,9931
8348,8285,10477,8285,6938,10440,8382,7728,9979,8368,7445,9947
8272,8281,10443,8272,6919,10443,8375,7741,9963,8375,7459,9963
8285,8262,10440,8348,6915,10477,8368,7755,9947,8382,7472,9979
8297,8243,10437,8435,6931,10506,8361,7769,9931,8388,7486,9994
8308,8224,10434,8528,6968,10529,8354,7782,9915,8394,7500,10009
8319,8206,10430,8620,7024,10541,8346,7796,9898,8400,7514,10024
8330,8187,10426,8704,7099,10541,8338,7810,9881,8405,7528,10039
8340,8168,10422,8773,7189,10526,8329,7823,9864,8410,7542,10054
8349,8150,10417,8821,7289,10494,8321,7837,9847,8415,7557,10068
8358,8131,10412,8846,7395,10444,8312,7850,9829,8420,7571,10082
8367,8113,10407,8845,7499,10376,8302,7863,9812,8424,7585,10096
8375,8094,10402,8820,7600,10293,8293,7877,9794,8428,7600,10110
8383,8076,10396,8773,7694,10198,8283,7890,9775,8431,7615,10123
8390,8058,10390,8708,7780,10093,8272,7904,9757,8434,7629,10136
8397,8040,10383,8629,7858,9982,8262,7918,9738,8437,7644,10149
8403,8022,10377,8539,7929,9870,8251,7931,9719,8439,7659,10162
8409,8004,10370,8443,7992,9759,8240,7945,9700,8442,7674,10174
8414,7987,10363,8347,8048,9656,8228,7959,9681,8443,7690,10186
8419,7969,10355,8253,8095,9562,8216,7972,9661,8445,7705,10198
8424,7951,10347,8167,8131,9482,8204,7986,9641,8446,7721,10210
8428,7934,10339,8092,8156,9421,8192,8000,9621,8447,7736,10222
8432,7917,10331,8030,8166,9379,8179,8014,9600,8447,7752,10233
8435,7900,10322,8047,8149,9403,8166,8029,9579,8447,7768,10244
8438,7883,10313,8063,8133,9426,8152,8043,9558,8447,7784,10254
8440,7866,10304,8079,8118,9449,8138,8057,9537,8447,7800,10265
8442,7849,10295,8094,8102,9471,8124,8072,9515,8446,7816,10275
8444,7833,10285,8109,8087,9493,8109,8087,9493,8444,7833,10285
8446,7816,10275,8124,8072,9515,8094,8102,9471,8442,7849,10295
8447,7800,10265,8138,8057,9537,8079,8118,9449,8440,7866,10304
8447,7784,10254,8152,8043,9558,8063,8133,9426,8438,7883,10313
8447,7768,10244,8166,8029,9579,8047,8149,9403,8435,7900,10322
8447,7752,10233,8179,8014,9600,8030,8166,9379,8432,7917,10331
8447,7736,10222,8192,8000,9621,8092,8156,9421,8428,7934,10339
8446,7721,10210,8204,7986,9641,8167,8131,9482,8424,7951,10347
8445,7705,10198,8216,7972,9661,8253,8095,9562,8419,7969,10355
8443,7690,10186,8228,7959,9681,8347,8048,9656,8414,7987,10363
8442,7674,10174,8240,7945,9700,8443,7992,9759,8409,8004,10370
8439,7659,10162,8251,7931,9719,8539,7929,9870,8403,8022,10377
8437,7644,10149,8262,7918,9738,8629,7858,9982,8397,8040,10383
8434,7629,10136,8272,7904,9757,8708,7780,10093,8390,8058,10390
8431,7615,10123,8283,7890,9775,8773,7694,10198,8383,8076,10396
8428,7600,10110,8293,7877,9794,8820,7600,10293,8375,8094,10402
8424,7585,10096,8302,7863,9812,8845,7499,10376,8367,8113,10407
8420,7571,10082,8312,7850,9829,8846,7395,10444,8358,8131,10412
8415,7557,10068,8321,7837,9847,8821,7289,10494,8349,8150,10417
8410,7542,10054,8329,7823,9864,8773,7189,10526,8340,8168,10422
8405,7528,10039,8338,7810,9881,8704,7099,10541,8330,8187,10426
8400,7514,10024,8346,7796,9898,8620,7024,10541,8319,8206,10430
8394,7500,10009,8354,7782,9915,8528,6968,10529,8308,8224,10434
8388,7486,9994,8361,7769,9931,8435,6931,10506,8297,8243,10437
8382,7472,9979,8368,7755,9947,8348,6915,10477,8285,8262,10440
8375,7459,9963,8375,7741,9963,8272,6919,10443,8272,8281,10443
8368,7445,9947,8382,7728,9979,8285,6938,10440,8348,8285,10477
8361,7431,9931,8388,7714,9994,8297,6957,10437,8435,8269,10506
8354,7418,9915,8394,7700,10009,8308,6976,10434,8528,8232,10529
8346,7404,9898,8400,7686,10024,8319,6994,10430,8620,8176,10541
8338,7390,9881,8405,7672,10039,8330,7013,10426,8704,8101,10541
8329,7377,9864,8410,7658,10054,8340,7032,10422,8773,8011,10526
8321,7363,9847,8415,7643,10068,8349,7050,10417,8821,7911,10494
8312,7350,9829,8420,7629,10082,8358,7069,10412,8846,7805,10444
8302,7337,9812,8424,7615,10096,8367,7087,10407,8845,7701,10376
8293,7323,9794,8428,7600,10110,8375,7106,10402,8820,7600,10293
8283,7310,9775,8431,7585,10123,8383,7124,10396,8773,7506,10198
8272,7296,9757,8434,7571,10136,8390,7142,10390,8708,7420,10093
